CountryName,CountryCode,IndicatorName,IndicatorCode,1999,2000,D2001,D2002,D2003,D2004,D2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,D2017,2018,D2019
Samoa,WSM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,7.44,5.831,4.472,2.929,7.45,1.926,1.123,2.877,-6.437,-1.448,5.422,0.439,-1.931,1.196,1.635,3.015,1.509,2.039,2.104
Saudi Arabia,SAU,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.21075489,-2.819193235,11.24207479,7.958463155,5.573801687,2.78843632,1.847101683,6.249796511,-2.059266831,4.76193759,10.28825999,5.411484896,2.67349154,3.678471515,4.106402011,1.398062891,0.6,1.951,2.1
Senegal,SEN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.580916419,0.654803692,6.683228134,5.870772214,5.622606834,2.461570693,4.938484262,3.682524563,2.42317594,4.179362514,1.761117666,4.411179675,3.48521713,4.311049789,6.485194496,6.618988251,6.708616802,6.889000046,6.965024653
Serbia,SRB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.9927,7.11579,4.41539,9.0465,5.54044,4.90435,5.88874,5.36669,-3.11597,0.58448,1.40147,-1.01527,2.57174,-1.8,0.8,2.8,3,3.5,3.5
Seychelles,SYC,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005779391,9.40612788,10.42143611,-2.146892655,-1.105245793,5.954962469,7.887279597,6.610243689,6.049822064,3.316985028,3.497813866,4.403109051,4.238511814,3.78167101,3.469784805
Sierra Leone,SLE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-7.140319715,26.26857661,9.382384967,6.417536687,4.332484395,5.525833107,8.058321564,5.399676742,4.649512913,5.365143206,4.810186455,15.18176908,20.71576829,4.556772366,-20.59877072,5.000285753,5.379576849,5.603809486,5.929230361
Singapore,SGP,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-0.952290066,4.211686552,4.435328147,9.549175476,7.489157459,8.860196114,9.111527148,1.787620228,-0.603388298,15.24037704,6.224417276,3.871461938,5.001193478,3.572267228,1.932639785,1.99630423,2.249,2.4,2.4
Slovakia,SVK,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.316425784,4.522928849,5.418685458,5.25883199,6.750834641,8.453038055,10.79951549,5.629774104,-5.422486449,5.041673273,2.819141931,1.65711029,1.490646121,2.570769752,3.831110192,3.28,3.2,3.33317,3.37637
Slovenia,SVN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.949645189,3.836200441,2.84213457,4.351683334,4.002988098,5.656016806,6.94157235,3.300289653,-7.797360798,1.237670766,0.64933632,-2.689392071,-1.086843254,3.106154223,2.316667357,2.5,2.2,2.22714,2.25896
Solomon Islands,SLB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-7.978564432,-2.800002522,6.50000183,4.898370946,5.421193232,6.946649998,7.320001264,7.094495143,-4.727872457,6.895556838,12.92847503,4.660611855,3.014386846,2,3.3,3,3.3,3,3
South Africa,ZAF,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.735495291,3.667796877,2.949078146,4.554569921,5.277111735,5.603664789,5.36046514,3.191051645,-1.538100864,3.039777063,3.284197135,2.213258978,2.330342259,1.628871543,1.264651378,0.331592988,0.624028108,1.136416526,1.979062418
Spain,ESP,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.000949397,2.882864119,3.183491158,3.166880603,3.725763118,4.174435932,3.769192099,1.1141423,-3.57307914,0.009992801,-0.997515002,-2.929154549,-1.704148893,1.378865235,3.203153982,3.24,2.7,1.9,1.9
Sri Lanka,LKA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.545408134,3.964675686,5.940269077,5.445061279,6.241748044,7.668291899,6.79682612,5.950088146,3.538912053,8.015959406,8.404738131,9.144579388,3.395709596,4.96074,4.83837,4.4,4.7,5,5.1
St. Kitts and Nevis,KNA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.771103863,1.950405934,-5.414677399,2.910079033,8.191511297,0.543216011,1.521628597,5.900036259,-0.971648385,-2.868346028,-0.849544854,-0.777517843,6.558240752,5.116120025,4.884912117,2.877,3.541,3.416,2.974
St. Lucia,LCA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-3.701928389,-0.013161158,4.806184871,8.122626771,-1.680003729,8.337826745,-0.582718678,3.487378758,0.646760166,-1.039717069,0.700006172,-1.100004026,0.100004223,0.499995337,1.6,0.8,0.5,0.7,0.7
St. Vincent and the Grenadines,VCT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.709263603,6.321647576,7.689791237,4.15628429,2.488004855,7.661607218,3.308335319,1.643377425,-2.099061259,-3.365069493,-0.480673797,1.165562972,1.795450237,-0.451725793,2.07898,1.81,2.453,2.83,2.897
Sudan,SDN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.500360421,6.427273901,7.734591717,3.883307291,7.489738197,10.06430846,11.52191083,7.801962511,3.241846646,3.469334839,-1.967728139,0.521558738,4.394711235,2.679411005,4.906045142,4.69135144,4.149204352,3.938536465,3.93122518
Suriname,SUR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.553077415,4.299944411,6.010154543,9.256031959,4.570714921,5.8,5.111487808,4.143406525,3.01369863,5,5.4,3.3,2.9,0.4,-2.7,-10.37,0.9,2.2,1.19
Swaziland,SWZ,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.897549405,3.24381886,4.555003795,3.11312049,6.591315811,5.074471744,4.053846775,4.42341343,2.569787347,1.812028352,1.901811873,3.427924187,4.573514351,2.748482855,1.86720363,-0.610398162,1.671001461,3.127549082,3.199296006
Sweden,SWE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.563416491,2.073568804,2.385765793,4.320548886,2.818304418,4.6881108,3.404947129,-0.557036595,-5.184643465,5.988901979,2.66440274,-0.286321717,1.241204215,2.60433522,4.084953734,3.3,2.7,2.2,2.2
Switzerland,CHE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.446567054,0.143401526,0.049710591,2.84294633,3.038310819,4.012792671,4.140333768,2.27725942,-2.129641281,2.953826796,1.804549632,1.048090867,1.780590697,1.996882083,0.842247288,1.3,1.5,1.7,1.7
"Taiwan, China",TWN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.259918631,5.574571101,4.120590409,6.506005334,5.415868417,5.623459608,6.516929325,0.704145142,-1.566612135,10.63100225,3.804551931,2.063756795,2.202440392,4.021048018,0.719561076,1.502728249,1.9,1.9,2
Tajikistan,TJK,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,10.2,10.8,11,10.3,6.7,7,7.8,7.9,3.79999,6.50001,7.40001,7.50001,7.4,6.69998,6,6.9,5.5,5.9,6.1
"Tanzania, United Rep.",TZA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.997828858,7.163553536,6.886226532,7.828298381,8.173335834,4.660334153,8.464000648,5.569667538,5.38197516,6.359546035,7.901881551,5.140583399,7.265694568,6.962928373,6.958356576,6.907593292,7.169701524,7.238549025,7.445845457
Thailand,THA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.444243766,6.148879817,7.189329965,6.289288549,4.187834924,4.967916824,5.43509257,1.725667908,-0.690733346,7.513590658,0.839959472,7.242967294,2.732473309,0.914519144,2.941235423,3.229960752,3.150026974,3.329425764,3.356937199
Timor-Leste,TMP,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-12.4288425,2.419646082,0.105782793,4.156393096,6.222522827,-5.8,11.7,14.63454075,12.76625758,9.469602202,14.7,7.8,2.8,5.9,4.3,5.1,4,5,6
Togo,TGO,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-1.626806272,-0.922151022,4.954397666,2.119065316,1.180407248,4.052412311,2.290453369,2.225480177,3.510295931,3.995679126,4.883764494,4.820343444,3.967792014,5.87172536,5.365886675,5.046238526,4.607078631,5.516981163,5.503376081
Tonga,TON,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.165,2.284,0.978,1.187,0.389,-2.488,-0.624,2.682,2.959,3.164,1.812,-1.111,-0.566,2.897,3.412,2.726,2.441,2.708,2.304
Trinidad and Tobago,TTO,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.168524081,7.936709641,14.44141643,7.949593642,6.20903592,13.20805776,4.754189958,3.39042137,-4.390592479,3.323330512,-0.29435443,1.29397895,2.653918424,-0.575925253,-0.578521568,-5.11,0.312,3.438,3.283
Tunisia,TUN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.796271547,1.322557147,4.702399649,6.235790615,3.486545622,5.244099762,6.709521019,4.237781547,3.043450093,3.511081985,-1.917633855,3.997679383,2.995645699,2.3,1.1,1,2.3,3,3.5
Turkey,TUR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-5.962310691,6.430278602,5.608255023,9.644322663,9.009853214,7.109703381,5.030457776,0.845251442,-4.704465981,8.487372187,11.11349555,4.789940207,8.491309393,5.203261951,6.100104326,2.900509567,3.49763272,3.898131099,4.098812753
Turkmenistan,TKM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,20.42654398,15.8,17.1,14.7,13,11,11.1,14.7,6.1,9.2,14.7,11.1,10.2,10.3,6.5,6.2,6.3,6.5,6.5
Tuvalu,TUV,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.452,7.712,-3.101,-1.665,-4.106,2.87,6.352,7.982,-4.435,-2.735,8.452,0.183,1.292,2.236,2.642,3.952,2.268,2.335,2.217
Uganda,UGA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,8.763446166,7.063787315,6.152803085,5.808151371,10.00150909,7.054909627,8.066893061,9.673307245,7.938910664,7.520284484,7.627809479,2.33715646,3.967012053,5.589228329,5.57267789,4.806351855,4.572599977,5.211154141,5.562308334
Ukraine,UKR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,9.200000008,5.249299452,9.515954968,12.10875517,2.997359032,7.439902401,7.593469649,2.304028779,-14.75854536,3.834387699,5.465531905,0.238681306,-0.026729649,-6.552618891,-9.8,2.3,2,3.5,4
United Arab Emirates,ARE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.399038103,2.433456814,8.800540817,9.566436643,4.855141195,9.837271911,3.184435136,3.191838657,-5.242932998,1.635420176,5.207838688,6.792621628,4.728897293,3.079884331,3.757642853,2.3,2,2.5,3.2
United Kingdom,GBR,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,2.726107338,2.397248285,3.46617186,2.527943566,2.972095804,2.503008557,2.555819113,-0.627205201,-4.327737609,1.915100428,1.50912294,1.313018601,1.911078408,3.070483794,2.194229036,1.8,1.65,1.54,1.54
,USA,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,0.976145737,1.787544748,2.805816142,3.785669613,3.346280902,2.665374023,1.779140265,-0.291115922,-2.776035872,2.532110855,1.601066025,2.224278657,1.677010948,2.370581981,2.596622514,1.602702884,2.0901,2.1612,1.89231
Uruguay,URY,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-3.844127376,-7.732014641,0.805288732,5.004170828,7.460114429,4.098599025,6.541501163,7.176137823,4.243506427,7.803405591,5.162133504,3.538181752,4.637526989,3.2388,0.367619279,1.525386223,1.564094879,2.397893824,3.368677595
Uzbekistan,UZB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,4.200000008,3.999999997,4.199999999,7.699999998,7.000000005,7.299999997,9.921153848,9,8.099999996,8.500000001,8.299999999,8.200000001,8.000000001,8.100000002,7.999999997,7.8,7.6,7.7,7.8
Vanuatu,VUT,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-3.488507759,-5.111218569,4.293431178,3.984754831,5.30285231,8.465159865,5.173513258,6.448521358,3.312815802,1.629081596,1.223225535,1.754749927,1.96914608,2.331006215,-0.801094177,4,4.5,4,3.5
"Venezuela, RB",VEN,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,3.394264787,-8.855711773,-7.755219262,18.28641309,10.3179101,9.872193897,8.753729226,5.277823249,-3.202386668,-1.488767169,4.176499574,5.625895494,1.343123413,-3.894339093,-8.153151621,-11.95350818,-7.715346417,-1.213308754,0.65675401
Vietnam,VNM,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,6.894848208,7.080196034,7.340908343,7.789928574,7.550014454,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789,6.2108018,6.269806041,6.387129121,6.35010073
West Bank and Gaza,WBG,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,-8.66065692,-12.4891918,14.015867,10.3431,10.7988,-3.9006,6.5906,6.0793,8.6625,8.0991,12.4134,6.2842,2.2174,-0.1919,3.4,4.1,3.5,3.4,3.4
Zambia,ZMB,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,5.31686826,4.506014572,6.944973731,7.032395254,7.235598968,7.903694405,8.352436276,7.773895817,9.220348432,10.29820584,5.615564028,7.572624716,5.131629339,5.025052059,2.91988111,3.296462673,4.055386729,4.52111383,4.72379881
Zimbabwe,ZWE,"GDP growth, constant 2010 USD",NYGDPMKTPKDZ,,,1.439615074,-8.894023417,-16.99507453,-5.807538303,-5.711084002,-3.46149505,-3.653327062,-17.66894674,5.984389926,11.37592061,11.90540809,10.56520512,4.484094855,3.8482899,0.474263259,0.699691626,2.299381205,1.806543943,1.710413665
